Name,Affiliation,Google Scholar Profile ,ORCID Profile ,Research Gate Profile,Resarch Interests/Focus,Tags,Collaborators,Notes
Jildyz Urbaeva,"University at Albany, State University of New York",https://scholar.google.com/citations?hl=en&user=qrzrKRQAAAAJ&inst=1297495080519272923,n/a,n/a,Women's health and well-being,,,
Jina J. Sang,University of Akron,n/a,n/a,https://www.researchgate.net/profile/Jina-Sang,"Parent child relationships, mental health of children and families, family stress",,,
Curtis Davis,University of Alabama,n/a,https://orcid.org/0000-0002-6101-2086,https://www.researchgate.net/profile/Curtis-Davis,"Community engaged advocacy, forensic social work, racism-based trauma",,,
Schnavia Hatcher,University of Alabama,n/a,n/a,https://www.researchgate.net/profile/Schnavia-Hatcher,"Class and social policy implications for the black community, health promotion strategies for incarcerated youth and adults, youth development models of success in higher education",,,
Sebrena Jackson,University of Alabama,https://scholar.google.com/citations?user=pGiWrAIAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1628-172X,https://www.researchgate.net/profile/M-Sebrena-Jackson,"Foster youth and higher education, higher education leadership, online education, social work education",,,
Karen Johnson,University of Alabama,https://scholar.google.com/citations?hl=en&user=hunB2-kAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Karen-Johnson-37,"sheltered and undomiciled homeless women in rural and urban settings, impovershed women, sexual risk behavior",,,
Hee Yun Lee,University of Alabama,https://scholar.google.com/citations?user=cjfqltwAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-3499-6304,https://www.researchgate.net/profile/Hee-Lee,"Behavioral health, community based participatory research, dissemination and implementation research, health disparities, health information technology, immigration health care, mental health, rural health",,,
Lewis Lee,University of Alabama,https://scholar.google.com/citations?hl=en&user=gmnQdJYAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Lewis-Lee,"Criminal justice / juvenile justice reform, health disparities, macro practice, program evaluation, substance abuse",,,
Hyunjin (Gina) Noh,University of Alabama,https://scholar.google.com/citations?user=xJ0S874AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0002-6503-3597,n/a,"Aging and healthcare, end of life care, health disparities, qualitative methods",,,
Avani Shah,University of Alabama,https://scholar.google.com/citations?user=qzQB3LwAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0003-4808-2124,https://www.researchgate.net/profile/Avani-Shah-15,"Aging and healthcare, cognitive behavioral therapy, diagnosing mental disorders, mental health",,,
Ronald O. Pitner,University of Alabama at Birmingham,https://scholar.google.com/citations?user=5tgHWBoAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Ronald-Pitner,"Social determinants of health, youth community, and other forms of interpersonal violence, race and racial disparities, diversity and anti-oppressive practice, research methods, and evaluation research, classroom pedagogy",,,
Dione Moultrie King,University of Alabama at Birmingham,https://scholar.google.com/citations?user=8iLXDQ8AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-6499-4425,https://www.researchgate.net/profile/Dione-King,"Health risk behaviors, minority health disparities, social determinants of health, preconception health, and adverse childhood experiences",,,
Yookyong Lee,University of Alabama at Birmingham,n/a,n/a,https://www.researchgate.net/profile/Yookyong-Lee,"Aging, child abuse and neglect, child and family policy, caregiving and community violence exposure, fatherhood and involvement, people with HIV, young parenthood, family wellbeing",,,
Omar T. Sims,University of Alabama at Birmingham,https://scholar.google.com/citations?user=IpzPNjMAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-3207-2231,https://www.researchgate.net/scientific-contributions/Omar-T-Sims-2030287938,"Public health management and clinical management of Hepatitis C Virus, HIV/HCV co-infection, HCV epidemiology, infections disease, liver disease, NAFLD, liver transplantation, alcohol and substance use and psychiatric disorders, health disparities",,,
Amana Mbise,"University of Alaska, Anchorage",https://scholar.google.com/citations?hl=en&user=KlKz76kAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Amana-Mbise,"global health, integration, community development",,,
Rei Shimizu,"University of Alaska, Anchorage",https://scholar.google.com/citations?user=EH19NIEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-1036-3572,n/a,"social determinants of health related to dietary quality, health disparities and health equity, foor-related decision making, young adulthood, intervention research methods, restorative justice approaches",,,
Dr. Valandra,University of Arkansas,https://scholar.google.com/citations?hl=en&user=weDcBQwAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6782-6400,https://www.researchgate.net/profile/Valandra-2,"critical race, Black feminism, multi-systems life course, intersectional, Afrocentric and social justice frameworks",,,
Tracey McElwee,University of Arkansas at Little Rock,https://scholar.google.com/citations?hl=en&user=TrZNUtkAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-3416-3468,https://www.researchgate.net/profile/Tracey-Mcelwee-3,"Social work, food insecurity, public health",,,
Reshawna Chapple,University of Central Florida,https://scholar.google.com/citations?hl=en&user=USILmqcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-7568-8909,https://www.researchgate.net/profile/Reshawna-Chapple,"critical deaf studies, critical race feminism and intersectionality, culturally responsive mental health treatment and access to services, intimate partner violence and trauma recovery, qualitative methods, telemental health, informed care",,,
Shuang Lu,University of Central Florida,https://scholar.google.com/citations?hl=en&user=rI2eHEwAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-1498-8238,https://www.researchgate.net/profile/Shuang-Lu-2,"migration, child/youth mental health, resilience, community-based intervention, nonprofit capacity building",,,
Kenan Sualp,University of Central Florida,https://scholar.google.com/citations?user=RdKTOHEAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-8995-5035,https://www.researchgate.net/profile/Kenan-Sualp,"environmental risk factors for mental health and access to care, health and mental health, immigration, global social work, program implementation and evaluation, geographic information systems, applied statistics and data visualization strategies",,,
Xiaochuan Wang,University of Central Florida,https://scholar.google.com/citations?user=9ZVipYYAAAAJ&hl=en&inst=1297495080519272923,n/a,n/a,"health and mental health care access, utilization and quality, nursing home quality and workforce capacity, culturally sensitive care for racial and ethnic minority older adults",,,
Dana Michelle Harley,University of Cincinnati,n/a,n/a,https://www.researchgate.net/profile/Dana_Harley,"community research and photovoice to study hope, optimism, and mental health in at-risk populations",,,
Anjanette A. Wells,University of Cincinnati,n/a,n/a,https://www.researchgate.net/profile/Anjanette-Wells,psychosocial needs and barriers of low-income minority patients in preventing and treating cancer,,,
Ann Marie Garran,University of Connecticut,https://scholar.google.com/citations?hl=en&user=FSdPbwQAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Ann-Garran,"racism, social identity, microaggressions, oppression",,,
Hsiu-Ju Lin,University of Connecticut,n/a,https://orcid.org/0000-0002-6633-8632,https://www.researchgate.net/profile/Hsiu-Ju-Lin,"research method and statistics modeling related to longitudinal studies, multilevel modeling, structural equal modeling, mental health and addiction problems, criminal justice involved population, health psychology, culture differences in preventive health behaviors",,,
Rupal Parekh,University of Connecticut,n/a,https://orcid.org/0000-0003-3610-6117,https://www.researchgate.net/profile/Rupal-Parekh-4,"social isolation and older adults, the built environment and transportation disadvantage, late-life migration and mental health, elder orphans and aging alone, social work and public policy",,,
Sukhmani SIngh,University of Connecticut,https://scholar.google.com/citations?hl=en&user=KVMbBXEAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8752-5982,https://www.researchgate.net/profile/Sukhmani-Singh-2,"sociopolitical development, adolescence, juvenile justice, education, immigration",,,
Rebecca L. Thomas ,University of Connecticut,n/a,https://orcid.org/0000-0002-7159-7532,https://www.researchgate.net/profile/Rebecca-Thomas-12,"international social work, international development, climate induced migration, program evaluation/employment and training programs, remittances, microcredit/microfinance",,,
May Guo,University of Iowa,https://scholar.google.com/citations?user=HzyMhZ0AAAAJ&hl=en&inst=1297495080519272923&oi=sra,https://orcid.org/0000-0003-0015-6438,https://www.researchgate.net/profile/Man-Guo-2,"minority aging, immigration, social determinants of health, mental and cognitive health in later life, cross-cultural and comparative studies",,,
Yi (April) Wang,University of Iowa,https://scholar.google.com/citations?hl=en&user=IC_zTs8AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-1359-5712,https://www.researchgate.net/profile/Yi-Wang-165,"aging, longevity, end of life",,,
"Sicong ""Summer"" Sun",University of Kansas,https://scholar.google.com/citations?hl=en&user=BcnNIyYAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Sicong-Sun-2,"Social determinants of health and health equity, asset building and financial capability, poverty inequality and social mobility",,,
Laneshia Conner ,University of Kentucky,https://scholar.google.com/citations?user=PAGdjS4AAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Laneshia-Conner,"HIV and aging, adult learning principles in higher education, anti-racism in social work education",,,
Antonio Garcia,University of Kentucky,https://scholar.google.com/citations?user=XSklZWMAAAAJ&hl=en&inst=1297495080519272923&oi=sra,n/a,https://www.researchgate.net/profile/Antonio-Garcia-116,"Disparities in child-serving systems of care, dissemination and implementation of evidence-based interventions for youth and families of color in child-serving systems of care, BIPOC fatherhood engagement and co-equal parenting, trauma-informed care in schools and child welfare agencies, interventions for multi-system youth",,,
Zadonna Slay,University of Kentucky,https://scholar.google.com/citations?user=PVE9E9kAAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8480-3246,https://www.researchgate.net/profile/Zadonna-Slay,"Voting rights and empowerment, non-profit management, black women disparity, Strong Black Women schema, Black feminist perspective",,,
Keith Watts,University of Kentucky,https://scholar.google.com/citations?user=tg_lzp0AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0002-2086-272X,https://www.researchgate.net/profile/Keith-Watts-4,"LGBTQ+ intersectionality, Black LGBTQ+ individuals, LGBTQ+ youth",,,
Minhae Cho,University of Memphis,https://scholar.google.com/citations?user=rbmutl8AAAAJ&hl=en&inst=1297495080519272923&oi=ao,https://orcid.org/0000-0001-8235-3800,https://www.researchgate.net/profile/Minhae-Cho,,,,
Elena Delavega,University of Memphis,https://scholar.google.com/citations?user=LA4-pCYAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,https://www.researchgate.net/profile/Elena-Delavega-2,"poverty, intersection of oppression, marginalization, and exclusion, education, disabilities, ontologies",,,
Gregory Washington,University of Memphis,n/a,n/a,https://www.researchgate.net/profile/Gregory-Phd,,,,
Jerry Watson,University of Memphis,n/a,n/a,https://www.researchgate.net/profile/Jerry-Watson-5,,,,
Seok Won Jin,University of Memphis,https://scholar.google.com/citations?user=dKAz_NAAAAAJ&hl=en&inst=1297495080519272923&oi=ao,n/a,n/a,"health equity, disparities in health behaviors, cancer screening, internet addiction, vulnerable populations, adults of color",,,
Edward C. Chang,University of Michigan,https://scholar.google.com/citations?hl=en&user=Jcy5PMMAAAAJ&inst=1297495080519272923,n/a,n/a,"predictors of psychological and physical adjustment, optimism and pessimism, perfectionism, social problem solving",,,
Linda M. Chatters,University of Michigan,https://scholar.google.com/citations?user=5YnTDTkAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-4678-2541,https://www.researchgate.net/profile/Linda-Chatters,"religious involvement and well-being, social support networks of adult/elderly African Americans, intergenerational family relations, families and health",,,
David Córdova,University of Michigan,https://scholar.google.com/citations?user=On85QD0AAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/David-Cordova-3,"Drug abuse, HIV/STI, prevention, community-based participatory research, adolescents, health disparities",,,
Ashley E Cureton,University of Michigan,https://scholar.google.com/citations?user=Ehr5pD0AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8392-2040,n/a,"child and adolescent development among refugee populations, marginalized groups in global contexts like SOuth Africa, Morocco, Peru and Ecuador",,,
William Elliot III,University of Michigan,https://scholar.google.com/citations?hl=en&user=NnqytUcAAAAJ,n/a,https://www.researchgate.net/profile/William-Elliott-9,"Economic, educational, and racial disparities; social policy; mental health; child development",,,
James M. Ellis,University of Michigan,https://scholar.google.com/citations?hl=en&user=bW9Nl0kAAAAJ,https://orcid.org/0000-0002-9318-5141,n/a,"K-20 education and career pathways of low income and racial minority 
students, education pipeline intervensions, racism and discrimination in
 secondary and postsecondary settings, program evaluation, and 
underrepresented students’ college preparation, access, and success",,,
Katrina R. Ellis,University of Michigan,https://scholar.google.com/citations?hl=en&user=xIJvyYIAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Katrina-R-Ellis,"African American family health interventions; cancer prevention and 
survivorship; self and family management of multiple chronic conditions;
 racial and ethnic disparities in health; digital health; 
community-based participatory research",,,
Larry M. Gant,University of Michigan,https://scholar.google.com/citations?hl=en&user=bNvFpH4AAAAJ,n/a,https://www.researchgate.net/profile/Larry-Gant,"program evaluation, social action, community-based health programs, public health, international social work, arts-based community development, health disparities, HIV/AIDS, poverty, violence-related PTSD",,,
Odessa  Gonzalez Benson,University of Michigan,https://scholar.google.com/citations?hl=en&user=pYZ6uhcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-9707-4601,https://www.researchgate.net/profile/Odessa-Benson-2,"refugee resettlement, refugee/migrant-led organizations, participatory approaches to urban governance and social services with refugees, state-civil society relations, critical policy studies",,,
Lorraine M. Gutiérrez,University of Michigan,https://scholar.google.com/citations?hl=en&user=yvE4PZIAAAAJ,https://orcid.org/0000-0003-2714-7005,https://www.researchgate.net/profile/Lorraine-Gutierrez,"Empowerment-oppressed groups, Latinos, social justice.",,,
Jaclynn M. Hawkins,University of Michigan,https://scholar.google.com/citations?hl=en&user=dhYDja4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-8132-790X,https://www.researchgate.net/profile/Jaclynn-Hawkins,African American and Latino men's health; Social determinants of health/health disparities; Factors that contribute to access to and utilization of care; Diabetes self-management; Community-based interventions targeting low-income African Americans and Latinos,,,
Lydia W. Li,University of Michigan,https://scholar.google.com/citations?user=Z2nNjfcAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-5601-7325,n/a,"social isolation, depression, and suicide in older adults; ageism; cross-cultural gerontology; community-based interventions",,,
Jamie Mitchell,University of Michigan,https://scholar.google.com/citations?user=C7W3XWMAAAAJ&hl=en&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Jamie-Mitchell-8,"African American men's health; cancer health disparities, patient-provider communication; psychosocial well-being and family 
support; social determinants of health",,,
Robert M. Ortega,University of Michigan,https://scholar.google.com/citations?hl=en&user=-KSDmcgAAAAJ,n/a,https://www.researchgate.net/scientific-contributions/Robert-M-Ortega-2186401713,"Child welfare, juvenile justice, serious mental illness.",,,
Sunggeun (Ethan)  Park,University of Michigan,https://scholar.google.com/citations?hl=en&user=3AZvpzAAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Sunggeun-Park,"human service organization, nonprofit strategy and management, client engagement in services, empowerment practice, child welfare policy, health services and access and public-private collaboration",,,
Rogério Meireles Pinto,University of Michigan,https://scholar.google.com/citations?hl=en&user=3XLfgw4AAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Rogerio-Pinto,Implementation Science; HIV prevention; Oppressed Groups; Practitioners; International Research,,,
Camille R. Quinn,University of Michigan,https://scholar.google.com/citations?hl=en&user=1TbdBoYAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-0876-1851,https://www.researchgate.net/profile/Camille-Quinn-2,"health equity of African American adolescents and young adults at the intersections of race, gender, health, crime and system involvement.",,,
Trina R. Shanks,University of Michigan,https://scholar.google.com/citations?hl=en&user=0ryV6yoAAAAJ,https://orcid.org/0000-0002-3644-889X,https://www.researchgate.net/profile/Trina-Shanks,"Child well-being, asset building, 529 college education plans, SEED, Rhodes scholar, economic development",,,
Robert Joseph Taylor,University of Michigan,https://scholar.google.com/citations?hl=en&user=5yGwTWsAAAAJ,n/a,n/a,Informal social support networks of adult/elderly African Americans.,,,
Daphne C. Watkins,University of Michigan,https://scholar.google.com/citations?hl=en&user=7as_MMIAAAAJ,https://orcid.org/0000-0002-6350-7891,https://www.researchgate.net/profile/Daphne-Watkins,Behavioral interventions; equity; marginalized groups; mixed methods; leadership development; strategy and efficiency; organizational structures,,,
Xiaoling Xiang,University of Michigan,https://scholar.google.com/citations?hl=en&user=D9F_qcoAAAAJ,n/a,https://www.researchgate.net/profile/Xiaoling-Xiang-2,"Health services research, integrated care models, late-life mental health care, depression, chronic disease, comorbidity, aging in place, health disparities, implementation research",,,
Meiko Yoshihama,University of Michigan,n/a,n/a,n/a,"Violence against women, community organizing and participatory action research in immigrant and marginalized communities, theatre-based prevention, mental health.",,,publishing but no profiles
Anao Zhang,University of Michigan,https://scholar.google.com/citations?hl=en&user=AW8xAZAAAAAJ,https://orcid.org/0000-0002-3199-1113,https://www.researchgate.net/profile/Anao-Zhang,Psych-Oncology; AYA survivorship; social determinants of youth health and mental health; evidence-based practice; and integrated behavioral health.,,,
Daicia R. Price,University of Michigan,n/a,https://orcid.org/0000-0002-7780-0829,https://www.researchgate.net/profile/Daicia-Price-2,"Children and Families, Mental Health, Organizational Leadership, Supervision, Diversity and Inclusion, Gender Variances, Integrated Health, Suicide Prevention and Community Organization",,,
Saida Abdi,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=Uxp4TQsAAAAJ,https://orcid.org/0000-0002-8258-0496,https://www.researchgate.net/profile/Saida-Abdi-2,Refugee youth and families; refugee and immigrant mental health; trauma systems therapy; building culturally responsive interventions,,,
Joan Blakey,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=GZuu43wAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6974-3633,https://www.researchgate.net/profile/Joan-Blakey-2,"child advocacy, protection, and welfare; diversity, equity, and inclusion (DEI); justice and corrections; substance use and substance use treatment; and trauma and trauma-informed care",,,
Priscilla Gibson,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=lyGFXYwAAAAJ,n/a,https://www.researchgate.net/profile/Priscilla-Gibson-2,African American grandmothers as kinship care providers; families with children who have developmental delays; qualitative research methods; teaching social justice content,,,
Mimi Choy-Brown,University of Minnesota-Twin Cities,https://scholar.google.com/citations?hl=en&user=XBMRLbEAAAAJ,https://orcid.org/0000-0002-3303-726X,https://www.researchgate.net/profile/Mimi-Choy-Brown,community mental health services and implementation science,,,
Yi Jin Kim,University of Mississippi,https://scholar.google.com/citations?hl=en&user=GK_u5GoAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-4338-5145,https://www.researchgate.net/profile/Yi-Jin-Kim,"suicide, health risk behaviors, substance use, mental health",,,
Younghee Lim,University of Mississippi,https://scholar.google.com/citations?hl=en&user=5a4NvD4AAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Younghee-Lim-2,"poverty, policy, economic well-being",,,
Misa Kayama,University of Mississippi,https://scholar.google.com/citations?hl=en&user=NjIzD_IAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-7276-0733,n/a,"disabilty, race, immigrants",,,
Saijun Zhang,University of Mississippi,https://scholar.google.com/citations?hl=en&user=2vtNHcwAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Saijun-Zhang,"child welfare, youth behavioral health, health disparities and inequities, social determinants of health",,,
Hsun-Ta Hsu,"University of North Carolina, Chapel Hill",https://scholar.google.com/citations?hl=en&user=JAlavJIAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Hsun-Ta-Hsu,"Health, homelessness, housing, social network, intervention with homeless adults and youth",,,
Dong Pil Yoon,University of Missouri,https://scholar.google.com/citations?hl=en&user=jHeddW0AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-9469-3228,https://www.researchgate.net/profile/Dong-Yoon,"Spiritual Virtues, intercountry adoption",,,
Mansoo Yu,University of Missouri,https://scholar.google.com/citations?hl=en&user=jciNvYMAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-3055-6291,https://www.researchgate.net/profile/Mansoo-Yu,"Health-risk behaviors, health disparity, mental health and physical health, epidemiology, population health",,,
LaVerne Berkel,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=FbpcDIwAAAAJ,https://orcid.org/0000-0002-0707-8412,https://www.researchgate.net/profile/Laverne-Berkel,"emotional family and spiritual health, role of counseling psychologists in integrated healthcare, effect of build environment on health outcomes, diversity issues, religion and spirituality, counseling and health",,,
Chris Brown,University of Missouri-Kansas City,n/a,https://orcid.org/0000-0002-3640-7449,https://www.researchgate.net/profile/Chris-Brown-10,"cultural dimensions of career development, ethics and professional issues, gender transition, intimate partner violence",,,
Loyce Caruthers,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=WXrzhkQAAAAJ,https://orcid.org/0000-0002-2333-4340,https://www.researchgate.net/profile/Loyce-Caruthers,"School desegregation; Social context of schools; Urban schools; Education administration; Social justice, narrative inquiry",,,
Donna M. Davis,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=u-bJKK0AAAAJ,n/a,https://www.researchgate.net/profile/Donna-Davis-4,History and philosophy of education; Urban education; Social justice and arts education; Gender and education; Race and schooling in the United States,,,
Oh-Ryeong Ha,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=LhXUmtQAAAAJ&inst=1297495080519272923,https://orcid.org/0000-0001-6386-6192,https://www.researchgate.net/profile/Oh-Ryeong-Ha?_sg=qwmwYcbPK3tV77E86WkB0kzDTPWCpiRLSEmUbMKvKHOJDonnD0XtQbIS--ZFovoao0UCCUgIZFdiWlo,"cognitive development, eating decisions, childhood obesity, self-control prosocial decision-making",,,
Etta Hollins,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=qnupyA8AAAAJ,https://orcid.org/0000-0003-4493-7586,https://www.researchgate.net/profile/Etta-Hollins-2,"Teaching and teacher preparation for diverse and underservice students in P-12 schools, The design and redesign of preservice teacher preparation and professional development",,,
Robert Prue,University of Missouri-Kansas City,https://scholar.google.com/citations?hl=en&user=HMr01IMAAAAJ,n/a,https://www.researchgate.net/profile/Bob-Prue,"American Indian mainstream systems of care, Natice American Church involvement on alcohol abuse",,,
Baorong Guo,University of Missouri-St. Louis,https://scholar.google.com/citations?hl=en&user=tIdOBnkAAAAJ,n/a,n/a,"human service nonprofits, social policy, socioeconomic development of low-income families",,,
Florian Sichling,University of Missouri-St. Louis,https://scholar.google.com/citations?hl=en&user=6Vbj7aoAAAAJ,https://orcid.org/0000-0002-0532-291X,https://www.researchgate.net/profile/Florian-Sichling,"Include minority youth development, transition to adulthood, inequality, comparative research, social policy",,,
Sha-Lai Williams,University of Missouri-St. Louis,https://scholar.google.com/citations?hl=en&user=-ti3N1QAAAAJ,n/a,https://www.researchgate.net/profile/Sha-Lai-Williams,"cultural competence among social work, helping professionals and racial/ethnic disparities in access to mental health services with an emphasis on African Americans and an emerging adults",,,
Uma A. Segal,University of Missouri-St. Louis,n/a,n/a,https://www.researchgate.net/profile/Uma-Segal,immigrant and refugee integration from a global perspective,,,
Phyllis Ngai,University of Montana,n/a,n/a,n/a,"culture, communication, indigenous perspectives, social justice, social change, sustainable development",,,"publishing, but no profiles"
Vernon Carter,University of New Hampshire,https://scholar.google.com/citations?hl=en&user=zZiGVVsAAAAJ,n/a,https://www.researchgate.net/profile/Vernon-Carter,"variables that may predict placement of children into out-of-home care, domestic violence, race and ethnicity, placement of latino children in kinship care",,,
Ngozi Enelamah,University of New Hampshire,n/a,https://orcid.org/0000-0001-9446-6546,https://www.researchgate.net/profile/Ngozi-Enelamah-2,Educational PolicySocial TheoryQuantitative Social ResearchQualitative Social ResearchPublic Health,,,
Chung Hyeon Jeong,University of New Hampshire,n/a,https://orcid.org/0000-0003-3246-6019,https://www.researchgate.net/profile/Chung-Hyeon-Jeong-2,Public HealthQualitative and Multi-method ResearchHealth Politics and PolicyQuantitative Social ResearchQualitative Social Research,,,
BoRin Kim,University of New Hampshire,n/a,https://orcid.org/0000-0002-1662-3689,https://www.researchgate.net/profile/Borin-Kim,"intergenerational relations and support, transitions in physical/cognitive functioning in old-age, social support and mental health in old age, health care utilization, long-term care services and comparitive research",,,
Tarkington Newman,University of New Hampshire,https://scholar.google.com/citations?hl=en&user=RBFZpQ4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6932-1932,n/a,"at-risk children/youth, life skills training, sports/athletics, youth development/leadership",,,
Sherri Simmons-Horton,University of New Hampshire,https://scholar.google.com/citations?hl=en&user=YmUg7yEAAAAJ,https://orcid.org/0000-0001-9022-1365,https://www.researchgate.net/profile/Sherri-Simmons-Horton-2,"race, gender, and racism of children, youth, and families in child welfare and juvenile justice systems. Specifically, examining ways to dismantle racial and gender disparities present for Black crossover youth. Through primarily a Black Feminism lens, my research also seeks to highlight the factors related to empowerment of Black females with multi system involvement.",,,
Dante D. Bryant,University of North Carolina at Charlotte,https://scholar.google.com/citations?hl=en&user=TkK6xpUAAAAJ,n/a,https://www.researchgate.net/profile/Dante-Bryant,"racial institutional inequity, Black and White body politics, Intersectional analysis of social work education, practice and pedagogy",,,
Tianca Crocker,University of North Carolina at Charlotte,https://scholar.google.com/citations?hl=en&user=qbwVO5gAAAAJ,https://orcid.org/0000-0002-0299-6716,https://www.researchgate.net/profile/Tianca-Crocker,"digital equity, economic opportunity, social welfare and tech policy formation",,,
Yuqi Guo,University of North Carolina at Charlotte,https://scholar.google.com/citations?hl=en&user=1fHKUE0AAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Yuqi-Guo-14,Health Disparity,,,
Othelia Lee,University of North Carolina at Charlotte,https://scholar.google.com/citations?hl=en&user=b3HQF7QAAAAJ,https://orcid.org/0000-0001-9202-0444,n/a,"gerontology, health promotion, cultural diversity",,,
Sonyia Richardson,University of North Carolina at Charlotte,https://scholar.google.com/citations?hl=en&user=-tlL2a4AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0002-6026-5401,n/a,"barriers to mental health treatment for Black populations, suicide reduction in Black populations, schools, churches, and educational systems in mental health intervention efforts",,,
Josalin Hunter,University of North Carolina at Wilmington,https://scholar.google.com/citations?hl=en&user=ua9N1GcAAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Josalin-Hunter,"Black mental health, sexual health, resilience, mentoship, social justice and health disparities",,,
Tiffany Lane,University of North Carolina at Wilmington,n/a,https://orcid.org/0000-0003-4022-6218,https://www.researchgate.net/profile/Tiffany-Lane-2,"child and family service, academic and social supports for African Americans, women empowerment and leadership development",,,
Yi-Ping Hsieh,University of North Dakota,n/a,https://orcid.org/0000-0002-8218-2228,https://www.researchgate.net/profile/Yi-Ping-Hsieh,"internet addiction, cyberbullying, cybercrime, online safety, child abuse and neglect, parenting, culture value and practice, bullying, victimization, violence against women and children, mental health and behavioral problems of children and youth, quantitative research methods, longitudal data analysis",,,
Isaac Karikari,University of North Dakota,https://scholar.google.com/citations?hl=en&user=SEvV8K8AAAAJ&inst=1297495080519272923,https://orcid.org/0000-0003-3543-3888,https://www.researchgate.net/profile/Isaac-Karikari,"children, youth and families, substance abuse/addictions and mental health, systems of care, health disparities, cross-cultural/multicultural differences in social phenomena, program evaluation, critical discourse analysis/critical social work, school bullying, international social work",,,
June-Yung Kim,University of North Dakota,https://scholar.google.com/citations?hl=en&user=_r0xW3gAAAAJ,n/a,https://www.researchgate.net/profile/June-Yung-Kim-2,"developmental effects of prenatal drug exposure, co-occurrence of mental health and substance use problems, inntergenerational trauma and resilience, motivational interviewing, longitudinal date analysis, literature synthesis and gap mapping",,,
Jasmine D. Haynes,University of North Florida,https://scholar.google.com/citations?hl=en&user=KjrdSg4AAAAJ&inst=1297495080519272923,n/a,https://www.researchgate.net/profile/Jasmine_Haynes,"trauma-informed professional development, racial trauma in schools, school racial climate, social-emotional well-being of racially minoritized youth",,,
